,Random Query,MSSIM,EarthMovers,OneDividedByEpsilon,KSTest,Scagnostics
14_DAWA_correlation_0.5_64,21.5096,0.741244793,0.31640625,2,0.928466797,0.074377796
14_AHP_correlation_0.5_64,70.95268494,0.721050084,1.124283699,2,0.387451172,0.745513197
14_AGrid_correlation_0.5_64,6.364916274,0.838586628,0.273474323,2,0.608154297,0.134259373
14_Geometric_correlation_0.5_64,45.5534,0.755383551,0.740722656,2,0.859863281,0.522265077
14_Laplace_correlation_0.5_64,17.95469262,0.594438791,1.46021358,2,0.622314453,0.511973615
14_DAWA_correlation_0.1_32,88.325,0.703437388,1.147460938,10,0.833984375,0.271036554
14_AHP_correlation_0.1_32,295.8989339,0.636238217,4.632206225,10,0.31640625,0.535922315
14_AGrid_correlation_0.1_32,35.1718702,0.613252997,1.744586414,10,0.7109375,0.431078845
14_Geometric_correlation_0.1_32,231.9712,0.625270367,3.8828125,10,0.826171875,0.513136834
14_Laplace_correlation_0.1_32,91.79375912,0.536106586,6.975237617,10,0.627929688,0.519630528
14_DAWA_correlation_0.1_64,30.883,0.653337836,0.353759766,10,0.937255859,0.122139741
14_AHP_correlation_0.1_64,86.91058373,0.702682316,1.469446787,10,0.267089844,0.534501195
14_AGrid_correlation_0.1_64,19.34425995,0.601834774,0.557979861,10,0.676513672,0.527274791
14_Geometric_correlation_0.1_64,274.9204,0.556055903,4.436523438,10,0.721679688,0.535768042
14_Laplace_correlation_0.1_64,70.64235821,0.47882989,9.24492893,10,0.538818359,0.542163278
14_DAWA_correlation_0.05_32,117.1538,0.605616987,1.287109375,20,0.841796875,0.366074536
14_AHP_correlation_0.05_32,311.0857684,0.473465949,5.36227259,20,0.346679688,0.539699019
14_AGrid_correlation_0.05_32,68.90006443,0.550367415,3.653862255,20,0.665039063,0.550577126
14_Geometric_correlation_0.05_32,483.796,0.56095773,7.955078125,20,0.77734375,0.523387694
14_Laplace_correlation_0.05_32,246.9770216,0.469552338,17.52686529,20,0.572265625,0.514688734
14_DAWA_correlation_0.05_64,35.5014,0.718889475,0.377441406,20,0.891601563,0.376973865
14_AHP_correlation_0.05_64,87.90009279,0.708043277,1.511610451,20,0.267089844,0.529040167
14_AGrid_correlation_0.05_64,35.41126548,0.548509777,0.964544843,20,0.665039063,0.584658152
14_Geometric_correlation_0.05_64,589.8428,0.572698236,9.646484375,20,0.656005859,0.535134182
14_Laplace_correlation_0.05_64,180.9064735,0.450619787,18.5506516,20,0.520751953,0.540552986
14_DAWA_correlation_0.01_32,159.5744,0.653184175,2.305664063,100,0.823242188,0.249643767
14_AHP_correlation_0.01_32,345.5645781,0.354043722,7.381815919,100,0.356445313,0.538070942
14_AGrid_correlation_0.01_32,366.4845658,0.487654746,22.34970544,100,0.58203125,0.556811384
14_Geometric_correlation_0.01_32,3189.819,0.508105457,50.29980469,100,0.618164063,0.53396791
14_Laplace_correlation_0.01_32,785.4825954,0.430024594,95.6764947,100,0.529296875,0.53294853
14_DAWA_correlation_0.01_64,46.86,0.677254915,0.474365234,100,0.875,0.336991199
14_AHP_correlation_0.01_64,99.67705563,0.704374194,1.792706921,100,0.274169922,0.535942328
14_AGrid_correlation_0.01_64,172.4010151,0.492107123,5.58742636,100,0.58203125,0.633127051
14_Geometric_correlation_0.01_64,2945.8152,0.555608153,46.67211914,100,0.545410156,0.534283092
14_Laplace_correlation_0.01_64,873.7001078,0.445490807,99.60313092,100,0.521728516,0.541948191
16_DAWA_distribution_0.5_32,24.6864,0.994070053,0.477539063,2,0.954101563,0.424788138
16_AHP_distribution_0.5_32,12.92974448,0.997649074,0.599598882,2,0.147460938,0.58486142
16_AGrid_distribution_0.5_32,14.81501921,0.979972243,1.413162529,2,0.477539063,0.455319476
16_Geometric_distribution_0.5_32,50.4722,0.997478247,0.870117188,2,0.720703125,0.717144996
16_Laplace_distribution_0.5_32,17.46916209,0.988458037,1.874861459,2,0.557617188,0.676853874
16_DAWA_distribution_0.5_64,10.316,0.993430614,0.214599609,2,0.968994141,0.520796766
16_AHP_distribution_0.5_64,8.838585932,0.998074055,0.193307117,2,0.044921875,0.436397077
16_AGrid_distribution_0.5_64,14.8592591,0.969570398,0.956421337,2,0.355957031,0.543790969
16_Geometric_distribution_0.5_64,57.9052,0.994439662,0.933837891,2,0.652832031,0.712791612
16_Laplace_distribution_0.5_64,15.56196663,0.970314622,1.937447642,2,0.509765625,0.723559936
16_DAWA_distribution_0.1_32,47.4874,0.948178887,1.852539063,10,0.818359375,0.546473482
16_AHP_distribution_0.1_32,62.40259508,0.963401556,1.941183631,10,0.147460938,0.622004811
16_AGrid_distribution_0.1_32,71.96293501,0.89337045,5.697894263,10,0.459960938,0.570350077
16_Geometric_distribution_0.1_32,290.5362,0.943518281,4.322265625,10,0.603515625,0.718520801
16_Laplace_distribution_0.1_32,72.10494309,0.859121799,9.277528682,10,0.518554688,0.697713463
16_DAWA_distribution_0.1_64,22.6412,0.923587561,0.76953125,10,0.828613281,0.558715516
16_AHP_distribution_0.1_64,44.38451966,0.974375308,0.708314679,10,0.044921875,0.513809253
16_AGrid_distribution_0.1_64,38.45561487,0.851742029,2.007020904,10,0.356689453,0.520085215
16_Geometric_distribution_0.1_64,298.9356,0.887641788,4.73046875,10,0.552734375,0.742348758
16_Laplace_distribution_0.1_64,79.19685327,0.738315284,9.413224006,10,0.514404297,0.727545092
16_DAWA_distribution_0.05_32,67.5554,0.913003802,3.141601563,20,0.837890625,0.622888691
16_AHP_distribution_0.05_32,113.3052126,0.950180173,3.196087368,20,0.123046875,0.741638866
16_AGrid_distribution_0.05_32,104.4272788,0.601711988,8.001215046,20,0.495117188,0.54896118
16_Geometric_distribution_0.05_32,569.8854,0.856275916,9.9296875,20,0.633789063,0.702666146
16_Laplace_distribution_0.05_32,207.8746295,0.695624471,19.06210945,20,0.529296875,0.711021391
16_DAWA_distribution_0.05_64,30.5584,0.852077186,1.19921875,20,0.777099609,0.506490613
16_AHP_distribution_0.05_64,78.89872059,0.946396351,1.089732721,20,0.044921875,0.515892791
16_AGrid_distribution_0.05_64,52.96925245,0.589148223,2.599694504,20,0.392578125,0.549344268
16_Geometric_distribution_0.05_64,612.3776,0.773012638,9.915771484,20,0.533691406,0.734285802
16_Laplace_distribution_0.05_64,168.0374642,0.589639068,20.14809951,20,0.518310547,0.723307273
16_DAWA_distribution_0.01_32,182.6912,0.894741833,4.235351563,100,0.172851563,0.741838266
16_AHP_distribution_0.01_32,274.3609002,0.557347953,7.998926652,100,0.131835938,0.753380093
16_AGrid_distribution_0.01_32,370.5434286,0.532975376,23.72659761,100,0.541015625,0.589167596
16_Geometric_distribution_0.01_32,3227.2216,0.509791613,52.41503906,100,0.616210938,0.730638501
16_Laplace_distribution_0.01_32,1044.709683,0.4575409,101.4942472,100,0.495117188,0.737595567
16_DAWA_distribution_0.01_64,54.849,0.830056429,1.673339844,100,0.617675781,0.663840716
16_AHP_distribution_0.01_64,130.7227778,0.851381421,1.864352452,100,0.045166016,0.720838775
16_AGrid_distribution_0.01_64,174.9894632,0.536292076,6.689673896,100,0.454101563,0.543261626
16_Geometric_distribution_0.01_64,3304.3636,0.632421494,51.84472656,100,0.552246094,0.734733828
16_Laplace_distribution_0.01_64,838.5186317,0.462726504,97.55441156,100,0.485107422,0.738476585
16_DAWA_clusters_0.5_32,24.6864,0.994070053,0.477539063,2,0.954101563,0.462461661
16_AHP_clusters_0.5_32,12.92974448,0.997649074,0.599598882,2,0.147460938,0.576725241
16_AGrid_clusters_0.5_32,14.81501921,0.979972243,1.413162529,2,0.477539063,0.4836318
16_Geometric_clusters_0.5_32,55.0156,0.997185767,0.89453125,2,0.694335938,0.729765441
16_Laplace_clusters_0.5_32,22.97738244,0.986540735,1.910892761,2,0.571289063,0.615598262
16_DAWA_clusters_0.5_64,10.316,0.993430614,0.214599609,2,0.968994141,0.54732784
16_AHP_clusters_0.5_64,8.838585932,0.998074055,0.193307117,2,0.044921875,0.438841863
16_AGrid_clusters_0.5_64,14.8592591,0.969570398,0.956421337,2,0.355957031,0.539347732
16_Geometric_clusters_0.5_64,59.4832,0.994446158,0.943359375,2,0.634765625,0.717135061
16_Laplace_clusters_0.5_64,16.19535871,0.97804296,1.895967218,2,0.521484375,0.753074756
16_DAWA_clusters_0.1_32,47.4874,0.948178887,1.852539063,10,0.818359375,0.576379026
16_AHP_clusters_0.1_32,62.40259508,0.963401556,1.941183631,10,0.147460938,0.620940766
16_AGrid_clusters_0.1_32,71.96293501,0.89337045,5.697894263,10,0.459960938,0.57369399
16_Geometric_clusters_0.1_32,276.089,0.953235269,4.461914063,10,0.63671875,0.719621019
16_Laplace_clusters_0.1_32,67.06231882,0.863112271,8.590589681,10,0.56640625,0.711924438
16_DAWA_clusters_0.1_64,22.6412,0.923587561,0.76953125,10,0.828613281,0.547183957
16_AHP_clusters_0.1_64,44.38451966,0.974375308,0.708314679,10,0.044921875,0.526581859
16_AGrid_clusters_0.1_64,38.45561487,0.851742029,2.007020904,10,0.356689453,0.536547023
16_Geometric_clusters_0.1_64,315.7354,0.893059015,5.040771484,10,0.563232422,0.726569373
16_Laplace_clusters_0.1_64,81.62807801,0.736498058,9.575533311,10,0.499755859,0.722402892
16_DAWA_clusters_0.05_32,67.5554,0.913003802,3.141601563,20,0.837890625,0.620264327
16_AHP_clusters_0.05_32,113.3052126,0.950180173,3.196087368,20,0.123046875,0.722553143
16_AGrid_clusters_0.05_32,104.4272788,0.601711988,8.001215046,20,0.495117188,0.568258742
16_Geometric_clusters_0.05_32,578.0726,0.855677962,9.021484375,20,0.598632813,0.710072805
16_Laplace_clusters_0.05_32,175.0910964,0.714164197,18.95200045,20,0.538085938,0.742460921
16_DAWA_clusters_0.05_64,30.5584,0.852077186,1.19921875,20,0.777099609,0.51594337
16_AHP_clusters_0.05_64,78.89872059,0.946396351,1.089732721,20,0.044921875,0.552266397
16_AGrid_clusters_0.05_64,52.96925245,0.589148223,2.599694504,20,0.392578125,0.549076779
16_Geometric_clusters_0.05_64,607.3678,0.760771096,9.850097656,20,0.545166016,0.71263914
16_Laplace_clusters_0.05_64,175.4053338,0.604603529,19.8405637,20,0.510253906,0.71807792
16_DAWA_clusters_0.01_32,182.6912,0.894741833,4.235351563,100,0.172851563,0.734617567
16_AHP_clusters_0.01_32,274.3609002,0.557347953,7.998926652,100,0.131835938,0.727313105
16_AGrid_clusters_0.01_32,370.5434286,0.532975376,23.72659761,100,0.541015625,0.576177686
16_Geometric_clusters_0.01_32,3047.9444,0.612359583,45.79882813,100,0.58203125,0.752582234
16_Laplace_clusters_0.01_32,747.6778541,0.447892487,97.02915649,100,0.546875,0.715667233
16_DAWA_clusters_0.01_64,54.849,0.830056429,1.673339844,100,0.617675781,0.645217438
16_AHP_clusters_0.01_64,130.7227778,0.851381421,1.864352452,100,0.045166016,0.730125369
16_AGrid_clusters_0.01_64,174.9894632,0.536292076,6.689673896,100,0.454101563,0.547756276
16_Geometric_clusters_0.01_64,2929.6012,0.604957581,48.11352539,100,0.540039063,0.728458328
16_Laplace_clusters_0.01_64,836.3069231,0.462200612,99.80608076,100,0.50390625,0.711475649
9_DAWA_distribution_0.5_32,27.2022,0.976048172,0.544921875,2,0.944335938,0.164338142
9_AHP_distribution_0.5_32,37.01042878,0.982545853,0.987381719,2,0.333984375,0.083464394
9_AGrid_distribution_0.5_32,15.33713603,0.930976927,0.923461747,2,0.573242188,0.203634324
9_Geometric_distribution_0.5_32,44.8528,0.9786883,0.807617188,2,0.762695313,0.500594905
9_Laplace_distribution_0.5_32,12.41954913,0.94982487,1.536948123,2,0.641601563,0.599050457
9_DAWA_distribution_0.5_64,19.0438,0.942139506,0.247070313,2,0.965576172,0.133999403
9_AHP_distribution_0.5_64,46.71249955,0.937701702,0.815668422,2,0.236816406,0.226537488
9_AGrid_distribution_0.5_64,9.806366528,0.777451217,0.33791454,2,0.526855469,0.146927505
9_Geometric_distribution_0.5_64,46.0816,0.898214281,0.75,2,0.757568359,0.642061569
9_Laplace_distribution_0.5_64,15.73369505,0.773284316,1.681739608,2,0.599365234,0.638771423
9_DAWA_distribution_0.1_32,65.9092,0.883208871,1.495117188,10,0.80859375,0.286056103
9_AHP_distribution_0.1_32,179.0045065,0.879635036,3.810799394,10,0.251953125,0.657161957
9_AGrid_distribution_0.1_32,41.95660647,0.777675986,2.578519291,10,0.649414063,0.371921399
9_Geometric_distribution_0.1_32,254.4952,0.799013376,4.173828125,10,0.755859375,0.618544002
9_Laplace_distribution_0.1_32,105.7773962,0.655667782,9.140305015,10,0.5859375,0.67748083
9_DAWA_distribution_0.1_64,29.4598,0.809046924,0.368164063,10,0.94921875,0.194046567
9_AHP_distribution_0.1_64,95.66247054,0.763790429,1.697496045,10,0.173828125,0.662781863
9_AGrid_distribution_0.1_64,24.83782269,0.760445714,0.761065313,10,0.535888672,0.143503688
9_Geometric_distribution_0.1_64,289.1984,0.683011055,4.543701172,10,0.700683594,0.662388108
9_Laplace_distribution_0.1_64,88.45965969,0.513026297,8.913688734,10,0.541015625,0.664270982
9_DAWA_distribution_0.05_32,110.8784,0.796248794,2.227539063,20,0.639648438,0.441190179
9_AHP_distribution_0.05_32,280.2992341,0.756402373,5.326631999,20,0.234375,0.660470607
9_AGrid_distribution_0.05_32,85.58014225,0.602079511,4.680842113,20,0.638671875,0.315128814
9_Geometric_distribution_0.05_32,522.5598,0.684231877,7.927734375,20,0.712890625,0.644896603
9_Laplace_distribution_0.05_32,149.945514,0.521944344,17.85425924,20,0.541015625,0.638162808
9_DAWA_distribution_0.05_64,48.4648,0.784752548,0.805908203,20,0.763427734,0.471846844
9_AHP_distribution_0.05_64,99.55288067,0.745192766,1.722100202,20,0.173828125,0.6748722
9_AGrid_distribution_0.05_64,43.84050071,0.594251156,1.291721477,20,0.598144531,0.284272721
9_Geometric_distribution_0.05_64,572.9224,0.605108261,9.238525391,20,0.657714844,0.674050169
9_Laplace_distribution_0.05_64,171.1534532,0.477704048,19.06855642,20,0.528076172,0.6826021
9_DAWA_distribution_0.01_32,211.262,0.554417908,5.181640625,100,0.517578125,0.441928713
9_AHP_distribution_0.01_32,334.6566713,0.344693899,8.66961779,100,0.256835938,0.692872281
9_AGrid_distribution_0.01_32,377.9788909,0.510935962,22.19958477,100,0.559570313,0.393426804
9_Geometric_distribution_0.01_32,3131.003,0.536863685,51.42089844,100,0.641601563,0.649850328
9_Laplace_distribution_0.01_32,1033.043436,0.44373709,98.53227883,100,0.504882813,0.673235071
9_DAWA_distribution_0.01_64,72.518,0.714382827,1.009765625,100,0.849121094,0.279974871
9_AHP_distribution_0.01_64,122.1051586,0.760285378,1.993606753,100,0.181152344,0.670322564
9_AGrid_distribution_0.01_64,176.9692671,0.513435602,5.565683966,100,0.559570313,0.35921408
9_Geometric_distribution_0.01_64,3089.692,0.594164729,50.14990234,100,0.578125,0.645049307
9_Laplace_distribution_0.01_64,852.1196345,0.452718496,99.8413835,100,0.501464844,0.670704034
5_DAWA_correlation_0.5_32,32.5412,0.868473113,0.360351563,2,0.97265625,0.120568248
5_AHP_correlation_0.5_32,44.82846193,0.902581394,0.976989919,2,0.463867188,0.456207863
5_AGrid_correlation_0.5_32,14.18166399,0.867928386,0.609677421,2,0.731445313,0.352116874
5_Geometric_correlation_0.5_32,32.0124,0.873831093,0.587890625,2,0.845703125,0.456149821
5_Laplace_correlation_0.5_32,13.97270635,0.754777193,1.282523434,2,0.700195313,0.416117216
5_DAWA_correlation_0.5_64,19.6528,0.800019622,0.256591797,2,0.951904297,0.252679007
5_AHP_correlation_0.5_64,72.04692112,0.724946558,1.127134418,2,0.346435547,0.662752786
5_AGrid_correlation_0.5_64,7.06585457,0.812890232,0.230713285,2,0.610107422,0.121298188
5_Geometric_correlation_0.5_64,49.8594,0.742741227,0.816894531,2,0.821777344,0.728031556
5_Laplace_correlation_0.5_64,19.28525925,0.59307456,1.50593152,2,0.623779297,0.722793703
5_DAWA_correlation_0.1_32,69.0602,0.640286326,0.798828125,10,0.859375,0.265959265
5_AHP_correlation_0.1_32,286.8921091,0.641977489,4.91304386,10,0.318359375,0.800140815
5_AGrid_correlation_0.1_32,41.93855926,0.587099671,1.932455272,10,0.721679688,0.564903836
5_Geometric_correlation_0.1_32,215.263,0.618469715,3.806640625,10,0.837890625,0.736220662
5_Laplace_correlation_0.1_32,78.49345061,0.512714684,7.848869647,10,0.638671875,0.758754849
5_DAWA_correlation_0.1_64,25.6704,0.646614015,0.286865234,10,0.920898438,0.233365041
5_AHP_correlation_0.1_64,89.00096248,0.676243901,1.478086922,10,0.254394531,0.797219247
5_AGrid_correlation_0.1_64,20.68328651,0.587511182,0.618931035,10,0.624755859,0.602137793
5_Geometric_correlation_0.1_64,274.7226,0.552364171,4.508056641,10,0.736572266,0.792777016
5_Laplace_correlation_0.1_64,96.91868294,0.443064392,9.100119514,10,0.545654297,0.801359068
5_DAWA_correlation_0.05_32,104.5304,0.656400919,1.426757813,20,0.720703125,0.32446449
5_AHP_correlation_0.05_32,312.4963036,0.42414391,5.656319616,20,0.31640625,0.80131335
5_AGrid_correlation_0.05_32,76.00551043,0.517210364,3.592905894,20,0.665039063,0.727206324
5_Geometric_correlation_0.05_32,540.79,0.53971535,8.892578125,20,0.793945313,0.78589394
5_Laplace_correlation_0.05_32,160.5945866,0.458779186,16.02535159,20,0.571289063,0.795345946
5_DAWA_correlation_0.05_64,41.5798,0.532053947,0.494873047,20,0.907470703,0.357824984
5_AHP_correlation_0.05_64,90.3527157,0.678149462,1.51523096,20,0.25390625,0.795256583
5_AGrid_correlation_0.05_64,36.63545239,0.525162876,1.008233001,20,0.665039063,0.772197382
5_Geometric_correlation_0.05_64,588.5448,0.561306357,9.431396484,20,0.642578125,0.793927221
5_Laplace_correlation_0.05_64,178.6876724,0.463361382,19.37850059,20,0.522460938,0.796568853
5_DAWA_correlation_0.01_32,256.5078,0.444371581,4.924804688,100,0.361328125,0.784198838
5_AHP_correlation_0.01_32,353.9962296,0.3733356,7.701454643,100,0.329101563,0.800164483
5_AGrid_correlation_0.01_32,373.0447312,0.458942562,22.60947004,100,0.590820313,0.80478605
5_Geometric_correlation_0.01_32,2773.6216,0.539532065,46.06054688,100,0.591796875,0.790835105
5_Laplace_correlation_0.01_32,799.704696,0.376777798,93.71223697,100,0.514648438,0.796421651
5_DAWA_correlation_0.01_64,78.6082,0.602525473,0.651611328,100,0.848388672,0.66456027
5_AHP_correlation_0.01_64,105.9301174,0.681168079,1.846154386,100,0.251464844,0.795829805
5_AGrid_correlation_0.01_64,173.3077125,0.469591558,5.65236751,100,0.590820313,0.831982915
5_Geometric_correlation_0.01_64,3036.487,0.523532033,49.58789063,100,0.541015625,0.795537201
5_Laplace_correlation_0.01_64,846.7860485,0.428148955,99.58610714,100,0.502441406,0.79961735
6_DAWA_distribution_0.5_32,31.606,0.961934209,0.575195313,2,0.922851563,0.169492814
6_AHP_distribution_0.5_32,32.99709201,0.984007597,1.025696708,2,0.375,0.155847404
6_AGrid_distribution_0.5_32,17.83489475,0.930176973,1.06865766,2,0.611328125,0.320670959
6_Geometric_distribution_0.5_32,36.5532,0.98193109,0.729492188,2,0.798828125,0.545998088
6_Laplace_distribution_0.5_32,14.99155923,0.938513756,1.560880158,2,0.625976563,0.409656174
6_DAWA_distribution_0.5_64,19.6988,0.916925311,0.256835938,2,0.958496094,0.175771875
6_AHP_distribution_0.5_64,42.73455011,0.940389395,0.769943959,2,0.252441406,0.329200446
6_AGrid_distribution_0.5_64,10.26228137,0.906876564,0.374363019,2,0.490234375,0.227688733
6_Geometric_distribution_0.5_64,51.1176,0.904851556,0.838134766,2,0.770996094,0.626960408
6_Laplace_distribution_0.5_64,16.56512433,0.792376161,1.681395343,2,0.600830078,0.620037648
6_DAWA_distribution_0.1_32,73.2368,0.861077845,1.256835938,10,0.743164063,0.411755653
6_AHP_distribution_0.1_32,167.1591023,0.851347208,3.795621876,10,0.259765625,0.654086161
6_AGrid_distribution_0.1_32,61.76539716,0.790377975,2.663193355,10,0.661132813,0.287156639
6_Geometric_distribution_0.1_32,261.6898,0.768480778,4.442382813,10,0.765625,0.6181101
6_Laplace_distribution_0.1_32,76.40706203,0.640133917,8.645381892,10,0.59765625,0.61562394
6_DAWA_distribution_0.1_64,32.968,0.754348874,0.348388672,10,0.953125,0.288527436
6_AHP_distribution_0.1_64,92.78158159,0.778905094,1.665647562,10,0.174072266,0.704472231
6_AGrid_distribution_0.1_64,28.32668566,0.741313517,0.79274095,10,0.523193359,0.355148205
6_Geometric_distribution_0.1_64,276.4078,0.644061685,4.430908203,10,0.703613281,0.678161405
6_Laplace_distribution_0.1_64,86.09574074,0.524406672,9.000080678,10,0.552490234,0.670559008
6_DAWA_distribution_0.05_32,83.5684,0.758963585,1.735351563,20,0.752929688,0.465486202
6_AHP_distribution_0.05_32,248.3003836,0.764234304,5.407415138,20,0.237304688,0.689613774
6_AGrid_distribution_0.05_32,86.46036618,0.590697706,4.574264132,20,0.661132813,0.353421954
6_Geometric_distribution_0.05_32,528.279,0.670775592,8.952148438,20,0.75,0.655771209
6_Laplace_distribution_0.05_32,150.3213197,0.535272717,16.94503885,20,0.57421875,0.672478238
6_DAWA_distribution_0.05_64,38.3452,0.733968019,0.447021484,20,0.936523438,0.182919618
6_AHP_distribution_0.05_64,96.30612012,0.799445033,1.751529631,20,0.174072266,0.703932724
6_AGrid_distribution_0.05_64,44.41798404,0.587277353,1.23824734,20,0.591308594,0.35752917
6_Geometric_distribution_0.05_64,602.027,0.691653788,9.588378906,20,0.654052734,0.682638823
6_Laplace_distribution_0.05_64,168.3871227,0.504658222,19.2874852,20,0.516845703,0.670091225
6_DAWA_distribution_0.01_32,166.4888,0.579626679,2.991210938,100,0.370117188,0.626958076
6_AHP_distribution_0.01_32,304.6587689,0.25,8.704927788,100,0.260742188,0.698037168
6_AGrid_distribution_0.01_32,380.3899086,0.512518287,22.08106651,100,0.58203125,0.468033602
6_Geometric_distribution_0.01_32,3009.6282,0.552262664,47.02050781,100,0.619140625,0.679718314
6_Laplace_distribution_0.01_32,1013.407514,0.395541251,96.93433012,100,0.513671875,0.678490051
6_DAWA_distribution_0.01_64,72.0848,0.635988533,0.754882813,100,0.877441406,0.503054338
6_AHP_distribution_0.01_64,115.969806,0.803407192,2.003123645,100,0.181152344,0.687667723
6_AGrid_distribution_0.01_64,177.9639476,0.520124197,5.529747428,100,0.58203125,0.462490716
6_Geometric_distribution_0.01_64,3151.9698,0.54915309,50.29492188,100,0.566894531,0.692840665
6_Laplace_distribution_0.01_64,844.3439411,0.502989769,100.3283567,100,0.507324219,0.702492294
6_DAWA_correlation_0.5_32,31.606,0.961934209,0.575195313,2,0.922851563,0.151849639
6_AHP_correlation_0.5_32,32.99709201,0.984007597,1.025696708,2,0.375,0.134524074
6_AGrid_correlation_0.5_32,17.83489475,0.930176973,1.06865766,2,0.611328125,0.328051473
6_Geometric_correlation_0.5_32,45.3406,0.977882981,0.7890625,2,0.807617188,0.532798127
6_Laplace_correlation_0.5_32,19.27510221,0.939097762,1.440718624,2,0.647460938,0.518413072
6_DAWA_correlation_0.5_64,19.6988,0.916925311,0.256835938,2,0.958496094,0.203048888
6_AHP_correlation_0.5_64,42.73455011,0.940389395,0.769943959,2,0.252441406,0.275101915
6_AGrid_correlation_0.5_64,10.26228137,0.906876564,0.374363019,2,0.490234375,0.203053806
6_Geometric_correlation_0.5_64,46.1902,0.915609002,0.758300781,2,0.769042969,0.62279937
6_Laplace_correlation_0.5_64,17.27402452,0.801324785,1.646076929,2,0.584472656,0.621004051
6_DAWA_correlation_0.1_32,73.2368,0.861077845,1.256835938,10,0.743164063,0.392767882
6_AHP_correlation_0.1_32,167.1591023,0.851347208,3.795621876,10,0.259765625,0.65595131
6_AGrid_correlation_0.1_32,61.76539716,0.790377975,2.663193355,10,0.661132813,0.289681017
6_Geometric_correlation_0.1_32,221.0352,0.816828907,3.979492188,10,0.767578125,0.652359417
6_Laplace_correlation_0.1_32,88.25747418,0.675642848,8.452551594,10,0.591796875,0.640426734
6_DAWA_correlation_0.1_64,32.968,0.754348874,0.348388672,10,0.953125,0.318687428
6_AHP_correlation_0.1_64,92.78158159,0.778905094,1.665647562,10,0.174072266,0.700687016
6_AGrid_correlation_0.1_64,28.32668566,0.741313517,0.79274095,10,0.523193359,0.322781868
6_Geometric_correlation_0.1_64,295.9088,0.638592839,4.739257813,10,0.696777344,0.672398659
6_Laplace_correlation_0.1_64,83.39683301,0.510164857,9.16981413,10,0.534179688,0.687215862
6_DAWA_correlation_0.05_32,83.5684,0.758963585,1.735351563,20,0.752929688,0.463248938
6_AHP_correlation_0.05_32,248.3003836,0.764234304,5.407415138,20,0.237304688,0.684845592
6_AGrid_correlation_0.05_32,86.46036618,0.590697706,4.574264132,20,0.661132813,0.377897812
6_Geometric_correlation_0.05_32,438.3518,0.684072018,7.587890625,20,0.733398438,0.648967368
6_Laplace_correlation_0.05_32,248.722135,0.545289397,17.7586475,20,0.5546875,0.643001106
6_DAWA_correlation_0.05_64,38.3452,0.733968019,0.447021484,20,0.936523438,0.239048175
6_AHP_correlation_0.05_64,96.30612012,0.799445033,1.751529631,20,0.174072266,0.688900342
6_AGrid_correlation_0.05_64,44.41798404,0.587277353,1.23824734,20,0.591308594,0.314171276
6_Geometric_correlation_0.05_64,575.8516,0.61119318,9.446289063,20,0.651611328,0.695794126
6_Laplace_correlation_0.05_64,161.4523216,0.537929714,19.02856074,20,0.520263672,0.685381098
6_DAWA_correlation_0.01_32,166.4888,0.579626679,2.991210938,100,0.370117188,0.61554885
6_AHP_correlation_0.01_32,304.6587689,0.25,8.704927788,100,0.260742188,0.708329679
6_AGrid_correlation_0.01_32,380.3899086,0.512518287,22.08106651,100,0.58203125,0.460851476
6_Geometric_correlation_0.01_32,2985.8324,0.529248118,48.58789063,100,0.638671875,0.671598465
6_Laplace_correlation_0.01_32,831.3267119,0.435873419,95.68905117,100,0.5,0.674971121
6_DAWA_correlation_0.01_64,72.0848,0.635988533,0.754882813,100,0.877441406,0.493993939
6_AHP_correlation_0.01_64,115.969806,0.803407192,2.003123645,100,0.181152344,0.694355041
6_AGrid_correlation_0.01_64,177.9639476,0.520124197,5.529747428,100,0.58203125,0.455723982
6_Geometric_correlation_0.01_64,3014.5738,0.611723304,47.70874023,100,0.577148438,0.684947546
6_Laplace_correlation_0.01_64,814.7976873,0.448131323,99.26154841,100,0.507568359,0.682873663
8_DAWA_distribution_0.5_32,37.4388,0.94157207,0.575195313,2,0.958984375,0.109650263
8_AHP_distribution_0.5_32,28.41962035,0.976921558,0.941403486,2,0.374023438,0.279671832
8_AGrid_distribution_0.5_32,18.22598705,0.920606732,1.020250247,2,0.610351563,0.178447586
8_Geometric_distribution_0.5_32,33.4368,0.970513403,0.67578125,2,0.81640625,0.167091561
8_Laplace_distribution_0.5_32,17.50880091,0.926217437,1.347240772,2,0.67578125,0.16312638
8_DAWA_distribution_0.5_64,18.8534,0.912855089,0.359619141,2,0.956787109,0.164932519
8_AHP_distribution_0.5_64,25.8811051,0.95469296,0.545098297,2,0.155273438,0.283034856
8_AGrid_distribution_0.5_64,13.7950477,0.745842934,0.782960978,2,0.417480469,0.253654424
8_Geometric_distribution_0.5_64,51.9332,0.934240818,0.863769531,2,0.705078125,0.223606143
8_Laplace_distribution_0.5_64,15.80266127,0.830888629,1.756272251,2,0.545898438,0.229903023
8_DAWA_distribution_0.1_32,80.1548,0.795434952,1.712890625,10,0.806640625,0.113598264
8_AHP_distribution_0.1_32,198.5248698,0.815481126,3.881996852,10,0.268554688,0.214143528
8_AGrid_distribution_0.1_32,61.87074546,0.714220703,3.398164965,10,0.672851563,0.226838312
8_Geometric_distribution_0.1_32,236.4584,0.751719892,4.114257813,10,0.760742188,0.204266848
