,Random Query,MSSIM,EarthMovers,OneDividedByEpsilon,KSTest,Scagnostics
8_Laplace_distribution_0.1_32,74.45807755,0.640468836,8.239327791,10,0.59375,0.158891608
8_DAWA_distribution_0.1_64,28.8874,0.686782956,0.685302734,10,0.885253906,0.278911131
8_AHP_distribution_0.1_64,86.65647334,0.773045361,1.703520835,10,0.126464844,0.203851267
8_AGrid_distribution_0.1_64,28.94632629,0.701363802,1.366704629,10,0.4296875,0.422210804
8_Geometric_distribution_0.1_64,295.2086,0.68387562,4.806152344,10,0.644775391,0.193023418
8_Laplace_distribution_0.1_64,82.40660952,0.541886389,9.454851362,10,0.529296875,0.196519691
8_DAWA_distribution_0.05_32,100.2792,0.674491763,2.478515625,20,0.883789063,0.241940612
8_AHP_distribution_0.05_32,301.0533053,0.740209579,5.698709742,20,0.240234375,0.22228675
8_AGrid_distribution_0.05_32,93.49573826,0.551597178,5.036066553,20,0.684570313,0.244926649
8_Geometric_distribution_0.05_32,574.7602,0.703487754,9.189453125,20,0.744140625,0.248793542
8_Laplace_distribution_0.05_32,148.8898732,0.518108904,17.19934521,20,0.573242188,0.197869356
8_DAWA_distribution_0.05_64,38.3094,0.648190916,0.926269531,20,0.793212891,0.188219231
8_AHP_distribution_0.05_64,92.08489687,0.772852719,1.935030812,20,0.133544922,0.230961114
8_AGrid_distribution_0.05_64,43.63826842,0.555838168,1.855177669,20,0.467773438,0.313099552
8_Geometric_distribution_0.05_64,601.8172,0.628423929,9.745849609,20,0.6484375,0.203689803
8_Laplace_distribution_0.05_64,182.5193142,0.486848503,19.73004369,20,0.521240234,0.260882617
8_DAWA_distribution_0.01_32,249.8324,0.569666445,3.1640625,100,0.424804688,0.201931239
8_AHP_distribution_0.01_32,359.3411384,0.25,8.646602179,100,0.259765625,0.258235026
8_AGrid_distribution_0.01_32,381.0972494,0.480197221,22.22320868,100,0.608398438,0.27680817
8_Geometric_distribution_0.01_32,2970.4324,0.547043681,48.96679688,100,0.630859375,0.183230703
8_Laplace_distribution_0.01_32,701.8002962,0.422385812,94.62830175,100,0.53125,0.237170602
8_DAWA_distribution_0.01_64,46.9718,0.775949299,0.629394531,100,0.946777344,0.138272327
8_AHP_distribution_0.01_64,108.1565274,0.785061836,2.173863782,100,0.134521484,0.2174772
8_AGrid_distribution_0.01_64,175.9000626,0.502997994,5.6626805,100,0.546875,0.324603185
8_Geometric_distribution_0.01_64,3074.8982,0.587973118,49.45507813,100,0.593017578,0.232923294
8_Laplace_distribution_0.01_64,907.3302443,0.460070789,98.65009387,100,0.505859375,0.190454694
11_DAWA_distribution_0.5_32,6.022,0.995628357,0.295898438,2,0.928710938,0.291025243
11_AHP_distribution_0.5_32,24.50846727,0.992224813,0.699544882,2,0.21484375,0.724951279
11_AGrid_distribution_0.5_32,7.626169161,0.977325559,0.587233386,2,0.587890625,0.233079675
11_Geometric_distribution_0.5_32,60.79,0.976800919,0.995117188,2,0.711914063,0.544874126
11_Laplace_distribution_0.5_32,18.21234694,0.945919991,1.776595718,2,0.596679688,0.547782892
11_DAWA_distribution_0.5_64,5.0942,0.98439914,0.149658203,2,0.962158203,0.15052987
11_AHP_distribution_0.5_64,21.55254471,0.98911351,0.423235425,2,0.132324219,0.224188535
11_AGrid_distribution_0.5_64,4.678518089,0.898108244,0.279754494,2,0.510253906,0.216924665
11_Geometric_distribution_0.5_64,57.7378,0.947186708,0.884277344,2,0.71875,0.666200612
11_Laplace_distribution_0.5_64,19.42957266,0.845863461,1.845661071,2,0.549560547,0.663141454
11_DAWA_distribution_0.1_32,12.3488,0.973317921,0.818359375,10,0.94140625,0.097554115
11_AHP_distribution_0.1_32,74.9202219,0.961000264,1.830498099,10,0.21484375,0.764886327
11_AGrid_distribution_0.1_32,44.43418745,0.878726482,3.269637748,10,0.561523438,0.264853343
11_Geometric_distribution_0.1_32,274.0042,0.81499511,4.106445313,10,0.681640625,0.656348524
11_Laplace_distribution_0.1_32,95.12984703,0.65637815,9.156228661,10,0.534179688,0.667514554
11_DAWA_distribution_0.1_64,8.7216,0.952794552,0.376464844,10,0.946044922,0.239294658
11_AHP_distribution_0.1_64,67.16409406,0.833725095,1.107206566,10,0.132324219,0.233051449
11_AGrid_distribution_0.1_64,20.9761556,0.825307727,0.965564429,10,0.503662109,0.309066503
11_Geometric_distribution_0.1_64,304.1836,0.745152354,4.794677734,10,0.628662109,0.674689085
11_Laplace_distribution_0.1_64,85.66513405,0.555516124,9.314410884,10,0.546142578,0.671462
11_DAWA_distribution_0.05_32,47.446,0.922064662,1.645507813,20,0.900390625,0.128111048
11_AHP_distribution_0.05_32,141.0774067,0.910911858,2.972062701,20,0.150390625,0.645612305
11_AGrid_distribution_0.05_32,94.07428018,0.68427372,7.618365697,20,0.5859375,0.304478299
11_Geometric_distribution_0.05_32,615.9992,0.662960291,9.485351563,20,0.62890625,0.656346006
11_Laplace_distribution_0.05_32,164.0045217,0.532271981,19.50075278,20,0.543945313,0.661373559
11_DAWA_distribution_0.05_64,14.1508,0.819574475,0.423583984,20,0.973876953,0.203728948
11_AHP_distribution_0.05_64,87.65792411,0.803012371,1.766801968,20,0.084228516,0.673866611
11_AGrid_distribution_0.05_64,44.27017044,0.668408632,1.987058876,20,0.506347656,0.315461229
11_Geometric_distribution_0.05_64,606.5298,0.682726264,9.703857422,20,0.6015625,0.669602179
11_Laplace_distribution_0.05_64,171.3331974,0.497514546,19.10813445,20,0.495117188,0.66932608
11_DAWA_distribution_0.01_32,265.9836,0.598257959,6.708984375,100,0.348632813,0.469603622
11_AHP_distribution_0.01_32,191.1058849,0.25,9.086773474,100,0.137695313,0.698836727
11_AGrid_distribution_0.01_32,358.407318,0.578779042,22.95183975,100,0.563476563,0.461836276
11_Geometric_distribution_0.01_32,3029.89,0.541302204,46.61035156,100,0.599609375,0.668475807
11_Laplace_distribution_0.01_32,812.276135,0.435778499,97.54924978,100,0.490234375,0.661137229
11_DAWA_distribution_0.01_64,72.6522,0.773304105,1.19921875,100,0.797363281,0.315119295
11_AHP_distribution_0.01_64,121.685926,0.873410225,2.096311366,100,0.091308594,0.683353371
11_AGrid_distribution_0.01_64,171.4435762,0.577103913,5.88969557,100,0.559082031,0.339255865
11_Geometric_distribution_0.01_64,3154.6826,0.587671161,50.61157227,100,0.55859375,0.678845213
11_Laplace_distribution_0.01_64,750.8368901,0.518078089,97.25900157,100,0.498535156,0.6744964
11_DAWA_correlation_0.5_32,6.022,0.995628357,0.295898438,2,0.928710938,0.299676888
11_AHP_correlation_0.5_32,24.50846727,0.992224813,0.699544882,2,0.21484375,0.815131799
11_AGrid_correlation_0.5_32,7.626169161,0.977325559,0.587233386,2,0.587890625,0.220719317
11_Geometric_correlation_0.5_32,54.6176,0.980114758,0.952148438,2,0.736328125,0.651050309
11_Laplace_correlation_0.5_32,14.5387814,0.942088902,1.758980464,2,0.575195313,0.480443145
11_DAWA_correlation_0.5_64,5.0942,0.98439914,0.149658203,2,0.962158203,0.142551199
11_AHP_correlation_0.5_64,21.55254471,0.98911351,0.423235425,2,0.132324219,0.289868553
11_AGrid_correlation_0.5_64,4.678518089,0.898108244,0.279754494,2,0.510253906,0.228413643
11_Geometric_correlation_0.5_64,56.193,0.948700905,0.883544922,2,0.697265625,0.680381714
11_Laplace_correlation_0.5_64,18.06655841,0.864088774,1.792298009,2,0.546386719,0.656724634
11_DAWA_correlation_0.1_32,12.3488,0.973317921,0.818359375,10,0.94140625,0.148282331
11_AHP_correlation_0.1_32,74.9202219,0.961000264,1.830498099,10,0.21484375,0.339020032
11_AGrid_correlation_0.1_32,44.43418745,0.878726482,3.269637748,10,0.561523438,0.27369511
11_Geometric_correlation_0.1_32,316.4072,0.814805865,4.537109375,10,0.645507813,0.656672004
11_Laplace_correlation_0.1_32,76.31311938,0.636300147,9.462984205,10,0.525390625,0.543134155
11_DAWA_correlation_0.1_64,8.7216,0.952794552,0.376464844,10,0.946044922,0.237084934
11_AHP_correlation_0.1_64,67.16409406,0.833725095,1.107206566,10,0.132324219,0.25103059
11_AGrid_correlation_0.1_64,20.9761556,0.825307727,0.965564429,10,0.503662109,0.303524483
11_Geometric_correlation_0.1_64,327.186,0.664519012,4.958496094,10,0.615478516,0.660398023
11_Laplace_correlation_0.1_64,80.91520151,0.570843995,9.61302842,10,0.523925781,0.66887041
11_DAWA_correlation_0.05_32,47.446,0.922064662,1.645507813,20,0.900390625,0.169188231
11_AHP_correlation_0.05_32,141.0774067,0.910911858,2.972062701,20,0.150390625,0.65160739
11_AGrid_correlation_0.05_32,94.07428018,0.68427372,7.618365697,20,0.5859375,0.318259528
11_Geometric_correlation_0.05_32,624.5906,0.68684262,9.431640625,20,0.650390625,0.651644968
11_Laplace_correlation_0.05_32,171.7139091,0.522746563,17.64797837,20,0.530273438,0.587375936
11_DAWA_correlation_0.05_64,14.1508,0.819574475,0.423583984,20,0.973876953,0.187453764
11_AHP_correlation_0.05_64,87.65792411,0.803012371,1.766801968,20,0.084228516,0.662466021
11_AGrid_correlation_0.05_64,44.27017044,0.668408632,1.987058876,20,0.506347656,0.304344991
11_Geometric_correlation_0.05_64,628.7638,0.598137558,9.885253906,20,0.597167969,0.678674347
11_Laplace_correlation_0.05_64,181.6845565,0.518376708,19.78505182,20,0.527099609,0.675210014
11_DAWA_correlation_0.01_32,265.9836,0.598257959,6.708984375,100,0.348632813,0.464459051
11_AHP_correlation_0.01_32,191.1058849,0.25,9.086773474,100,0.137695313,0.703666254
11_AGrid_correlation_0.01_32,358.407318,0.578779042,22.95183975,100,0.563476563,0.400206562
11_Geometric_correlation_0.01_32,3195.768,0.51015234,51.19042969,100,0.587890625,0.683733891
11_Laplace_correlation_0.01_32,966.6053848,0.430324018,97.84255447,100,0.544921875,0.676481901
11_DAWA_correlation_0.01_64,72.6522,0.773304105,1.19921875,100,0.797363281,0.330639732
11_AHP_correlation_0.01_64,121.685926,0.873410225,2.096311366,100,0.091308594,0.682832339
11_AGrid_correlation_0.01_64,171.4435762,0.577103913,5.88969557,100,0.559082031,0.359396488
11_Geometric_correlation_0.01_64,3017.422,0.636016011,48.44482422,100,0.564453125,0.657928722
11_Laplace_correlation_0.01_64,847.0566975,0.50029695,99.46260609,100,0.505371094,0.677250628
10_DAWA_distribution_0.5_32,18.035,0.989244938,0.583007813,2,0.926757813,0.391400721
10_AHP_distribution_0.5_32,10.53104681,0.996339917,0.548609552,2,0.13671875,0.387762098
10_AGrid_distribution_0.5_32,20.65633617,0.967513204,1.671248904,2,0.482421875,0.381372543
10_Geometric_distribution_0.5_32,54.3864,0.994501352,0.944335938,2,0.662109375,0.792897398
10_Laplace_distribution_0.5_32,17.86259839,0.975960672,1.854919575,2,0.568359375,0.681524848
10_DAWA_distribution_0.5_64,8.7748,0.992394209,0.238525391,2,0.969726563,0.306923759
10_AHP_distribution_0.5_64,7.483795898,0.99836731,0.182939658,2,0.038574219,0.263215289
10_AGrid_distribution_0.5_64,17.48140575,0.964221418,1.189663323,2,0.382080078,0.385686311
10_Geometric_distribution_0.5_64,60.4702,0.994231224,0.969726563,2,0.646728516,0.803727376
10_Laplace_distribution_0.5_64,15.35903239,0.978325605,1.963880414,2,0.508789063,0.796303396
10_DAWA_distribution_0.1_32,53.2686,0.908783674,3.01953125,10,0.684570313,0.431151833
10_AHP_distribution_0.1_32,77.36834305,0.953602552,2.226910875,10,0.131835938,0.794914511
10_AGrid_distribution_0.1_32,57.57901489,0.836642027,5.378296834,10,0.440429688,0.478621613
10_Geometric_distribution_0.1_32,304.0608,0.893792272,4.932617188,10,0.6015625,0.797792378
10_Laplace_distribution_0.1_32,74.25893688,0.773636341,8.999418216,10,0.545898438,0.791635271
10_DAWA_distribution_0.1_64,22.8326,0.950455129,0.96484375,10,0.840087891,0.412845305
10_AHP_distribution_0.1_64,49.42331282,0.972515643,0.821722085,10,0.038574219,0.363019426
10_AGrid_distribution_0.1_64,33.63605625,0.758228421,1.989317823,10,0.351074219,0.392357714
10_Geometric_distribution_0.1_64,305.764,0.900000215,4.938232422,10,0.551757813,0.807795259
10_Laplace_distribution_0.1_64,79.5173105,0.75068593,9.713399469,10,0.505615234,0.801231508
10_DAWA_distribution_0.05_32,71.1274,0.894992054,3.505859375,20,0.53515625,0.591645155
10_AHP_distribution_0.05_32,142.4158491,0.89332062,4.515212167,20,0.129882813,0.828855793
10_AGrid_distribution_0.05_32,100.8759387,0.603408873,7.007358092,20,0.4765625,0.514501647
10_Geometric_distribution_0.05_32,603.8092,0.758754611,9.650390625,20,0.614257813,0.813555843
10_Laplace_distribution_0.05_32,144.2883395,0.622186661,18.30049975,20,0.552734375,0.762132893
10_DAWA_distribution_0.05_64,29.1694,0.922912359,1.273193359,20,0.763916016,0.433750944
10_AHP_distribution_0.05_64,70.72192579,0.941508174,1.227667466,20,0.038574219,0.395763653
10_AGrid_distribution_0.05_64,49.30717769,0.593957126,2.476617407,20,0.378417969,0.398783811
10_Geometric_distribution_0.05_64,609.731,0.781468332,9.875976563,20,0.527832031,0.810616715
10_Laplace_distribution_0.05_64,179.1237709,0.608058751,19.04745125,20,0.506347656,0.806291006
10_DAWA_distribution_0.01_32,128.5498,0.666291595,5.59765625,100,0.143554688,0.806335818
10_AHP_distribution_0.01_32,235.5197575,0.25,9.067413768,100,0.163085938,0.824345087
10_AGrid_distribution_0.01_32,387.1864255,0.533865571,22.15947334,100,0.543945313,0.592594541
10_Geometric_distribution_0.01_32,3050.4506,0.528725326,48.24902344,100,0.620117188,0.805993672
10_Laplace_distribution_0.01_32,746.9342894,0.452888846,99.53397428,100,0.497070313,0.801362642
10_DAWA_distribution_0.01_64,49.4146,0.778966606,1.656494141,100,0.539550781,0.592419745
10_AHP_distribution_0.01_64,103.6204195,0.873946965,2.046598649,100,0.044433594,0.805561423
10_AGrid_distribution_0.01_64,177.5182599,0.545162857,6.338920543,100,0.445800781,0.499353116
10_Geometric_distribution_0.01_64,3037.1474,0.593266666,48.91088867,100,0.530761719,0.81134864
10_Laplace_distribution_0.01_64,776.6177553,0.476127654,98.82968369,100,0.502929688,0.794101657
10_DAWA_clusters_0.5_32,18.035,0.989244938,0.583007813,2,0.926757813,0.374319298
10_AHP_clusters_0.5_32,10.53104681,0.996339917,0.548609552,2,0.13671875,0.395112236
10_AGrid_clusters_0.5_32,20.65633617,0.967513204,1.671248904,2,0.482421875,0.364238891
10_Geometric_clusters_0.5_32,59.9966,0.992762744,1.036132813,2,0.674804688,0.810924293
10_Laplace_clusters_0.5_32,19.1722543,0.977581501,1.877875919,2,0.536132813,0.691747029
10_DAWA_clusters_0.5_64,8.7748,0.992394209,0.238525391,2,0.969726563,0.287531048
10_AHP_clusters_0.5_64,7.483795898,0.99836731,0.182939658,2,0.038574219,0.278805253
10_AGrid_clusters_0.5_64,17.48140575,0.964221418,1.189663323,2,0.382080078,0.386591445
10_Geometric_clusters_0.5_64,58.6646,0.994377196,0.961181641,2,0.633300781,0.782922609
10_Laplace_clusters_0.5_64,18.38226377,0.975623965,1.948465312,2,0.508544922,0.801638394
10_DAWA_clusters_0.1_32,53.2686,0.908783674,3.01953125,10,0.684570313,0.414546734
10_AHP_clusters_0.1_32,77.36834305,0.953602552,2.226910875,10,0.131835938,0.815767862
10_AGrid_clusters_0.1_32,57.57901489,0.836642027,5.378296834,10,0.440429688,0.466993827
10_Geometric_clusters_0.1_32,281.2442,0.903202236,4.3828125,10,0.625976563,0.797610723
10_Laplace_clusters_0.1_32,83.96032655,0.776301503,9.334552769,10,0.522460938,0.791523791
10_DAWA_clusters_0.1_64,22.8326,0.950455129,0.96484375,10,0.840087891,0.395033872
10_AHP_clusters_0.1_64,49.42331282,0.972515643,0.821722085,10,0.038574219,0.375713643
10_AGrid_clusters_0.1_64,33.63605625,0.758228421,1.989317823,10,0.351074219,0.389237459
10_Geometric_clusters_0.1_64,320.3766,0.904773593,5.153808594,10,0.538574219,0.800947962
10_Laplace_clusters_0.1_64,88.49316768,0.760586619,9.789775107,10,0.506591797,0.818303034
10_DAWA_clusters_0.05_32,71.1274,0.894992054,3.505859375,20,0.53515625,0.60816871
10_AHP_clusters_0.05_32,142.4158491,0.89332062,4.515212167,20,0.129882813,0.829386326
10_AGrid_clusters_0.05_32,100.8759387,0.603408873,7.007358092,20,0.4765625,0.497520649
10_Geometric_clusters_0.05_32,582.9318,0.794857144,8.893554688,20,0.609375,0.800245467
10_Laplace_clusters_0.05_32,182.3622527,0.620217383,18.84921859,20,0.547851563,0.796938372
10_DAWA_clusters_0.05_64,29.1694,0.922912359,1.273193359,20,0.763916016,0.450279017
10_AHP_clusters_0.05_64,70.72192579,0.941508174,1.227667466,20,0.038574219,0.380491848
10_AGrid_clusters_0.05_64,49.30717769,0.593957126,2.476617407,20,0.378417969,0.426758647
10_Geometric_clusters_0.05_64,608.1222,0.767299891,9.860839844,20,0.544921875,0.805502751
10_Laplace_clusters_0.05_64,176.052443,0.590472519,20.09976613,20,0.510009766,0.788351869
10_DAWA_clusters_0.01_32,128.5498,0.666291595,5.59765625,100,0.143554688,0.806788794
10_AHP_clusters_0.01_32,235.5197575,0.25,9.067413768,100,0.163085938,0.833605969
10_AGrid_clusters_0.01_32,387.1864255,0.533865571,22.15947334,100,0.543945313,0.585623081
10_Geometric_clusters_0.01_32,2967.943,0.509753346,48.5,100,0.578125,0.783269319
10_Laplace_clusters_0.01_32,926.6326189,0.475877553,101.2165924,100,0.515625,0.810924915
10_DAWA_clusters_0.01_64,49.4146,0.778966606,1.656494141,100,0.539550781,0.583905651
10_AHP_clusters_0.01_64,103.6204195,0.873946965,2.046598649,100,0.044433594,0.794654161
10_AGrid_clusters_0.01_64,177.5182599,0.545162857,6.338920543,100,0.445800781,0.499184269
10_Geometric_clusters_0.01_64,2968.5838,0.595493734,47.79760742,100,0.53125,0.812536005
10_Laplace_clusters_0.01_64,909.1485738,0.491957515,99.07120332,100,0.499511719,0.78924945
12_DAWA_correlation_0.5_32,25.9476,0.950140476,0.315429688,2,0.983398438,0.440606905
12_AHP_correlation_0.5_32,34.96616348,0.96951431,0.750068561,2,0.24609375,0.601497208
12_AGrid_correlation_0.5_32,14.4368793,0.929241061,0.67562468,2,0.603515625,0.407065171
12_Geometric_correlation_0.5_32,40.8362,0.941036582,0.76171875,2,0.73828125,0.546104301
12_Laplace_correlation_0.5_32,15.80935057,0.862131596,1.729755563,2,0.600585938,0.560065744
12_DAWA_correlation_0.5_64,16.0864,0.93963176,0.204101563,2,0.968994141,0.382534998
12_AHP_correlation_0.5_64,47.95098564,0.877913892,0.702001884,2,0.190673828,0.631218133
12_AGrid_correlation_0.5_64,8.765610768,0.782205224,0.259047461,2,0.530761719,0.367346823
12_Geometric_correlation_0.5_64,51.4478,0.789235711,0.828613281,2,0.734375,0.882318493
12_Laplace_correlation_0.5_64,16.27311359,0.626313686,1.746931143,2,0.573730469,0.838482483
12_DAWA_correlation_0.1_32,72.9866,0.81340611,1.494140625,10,0.833007813,0.276260503
12_AHP_correlation_0.1_32,191.7938411,0.779181123,3.21872339,10,0.194335938,0.978081879
12_AGrid_correlation_0.1_32,46.09825464,0.666239262,2.797937748,10,0.58984375,0.609846972
12_Geometric_correlation_0.1_32,236.3626,0.709865153,4.022460938,10,0.711914063,0.904500346
12_Laplace_correlation_0.1_32,73.01875466,0.584578753,8.217468457,10,0.583984375,0.939397803
12_DAWA_correlation_0.1_64,27.7588,0.807441592,0.3515625,10,0.931884766,0.327700069
12_AHP_correlation_0.1_64,90.3199372,0.707454145,1.521331226,10,0.190673828,1.052937948
12_AGrid_correlation_0.1_64,25.17952483,0.661370516,0.777075735,10,0.534423828,0.590310084
12_Geometric_correlation_0.1_64,275.9538,0.632181287,4.4921875,10,0.678222656,1.074083903
12_Laplace_correlation_0.1_64,88.90779338,0.520709932,9.418370878,10,0.535644531,1.031898711
12_DAWA_correlation_0.05_32,61.1014,0.764134824,1.611328125,20,0.764648438,0.345533775
12_AHP_correlation_0.05_32,263.2681403,0.647374094,5.380051888,20,0.212890625,1.055681362
12_AGrid_correlation_0.05_32,78.98240407,0.589755416,4.693528035,20,0.607421875,0.789437984
12_Geometric_correlation_0.05_32,572.5226,0.615900993,8.864257813,20,0.697265625,1.000345763
12_Laplace_correlation_0.05_32,179.0131242,0.489088327,17.49780842,20,0.563476563,0.98935853
12_DAWA_correlation_0.05_64,44.9462,0.752651632,0.680908203,20,0.788574219,0.381440576
12_AHP_correlation_0.05_64,92.48153504,0.728347659,1.543353259,20,0.151123047,1.060776795
12_AGrid_correlation_0.05_64,38.91107704,0.592213631,1.245413872,20,0.552001953,0.860398919
12_Geometric_correlation_0.05_64,603.868,0.565154731,9.772460938,20,0.648925781,1.059656249
12_Laplace_correlation_0.05_64,174.8450599,0.458445281,18.9404117,20,0.511474609,1.064629183
12_DAWA_correlation_0.01_32,197.4978,0.655096292,4.099609375,100,0.29296875,0.952528515
12_AHP_correlation_0.01_32,283.8807356,0.25,8.094597645,100,0.225585938,1.058020294
12_AGrid_correlation_0.01_32,372.554394,0.497120738,23.08811837,100,0.568359375,1.007305927
12_Geometric_correlation_0.01_32,2823.3304,0.543623924,46.13867188,100,0.65625,1.059828654
12_Laplace_correlation_0.01_32,1232.86657,0.412867814,96.4649646,100,0.532226563,1.056554608
12_DAWA_correlation_0.01_64,62.418,0.703634083,0.494140625,100,0.933837891,1.00442794
12_AHP_correlation_0.01_64,108.521184,0.739957452,1.887734018,100,0.158203125,1.051953158
12_AGrid_correlation_0.01_64,171.2175571,0.506060243,5.772029591,100,0.568359375,0.995563733
12_Geometric_correlation_0.01_64,3196.3104,0.54548502,51.16552734,100,0.576416016,1.047892843
12_Laplace_correlation_0.01_64,941.3802975,0.461148947,100.2838242,100,0.509521484,1.067252835
4_DAWA_distribution_0.5_32,13.6298,0.999423385,0.305664063,2,0.975585938,0.92545288
4_AHP_distribution_0.5_32,22.39391875,0.999649763,0.588223166,2,0.119140625,0.838860351
4_AGrid_distribution_0.5_32,11.92078065,0.99498564,1.070058656,2,0.455078125,0.887213079
4_Geometric_distribution_0.5_32,53.481,0.999381959,0.877929688,2,0.655273438,1.015905095
4_Laplace_distribution_0.5_32,17.25180731,0.99744463,1.819405841,2,0.536132813,1.027516572
4_DAWA_distribution_0.5_64,6.4908,0.999639571,0.122558594,2,0.989013672,0.909642409
4_AHP_distribution_0.5_64,13.55965039,0.999840975,0.234606136,2,0.049560547,0.875248383
4_AGrid_distribution_0.5_64,6.959744388,0.997769713,0.555669496,2,0.397705078,0.889777586
4_Geometric_distribution_0.5_64,60.833,0.999562919,0.963134766,2,0.643310547,1.06593549
4_Laplace_distribution_0.5_64,18.53781104,0.996989965,1.90031689,2,0.520751953,1.077803825
4_DAWA_distribution_0.1_32,40.794,0.994245291,1.153320313,10,0.779296875,0.734822706
4_AHP_distribution_0.1_32,73.76173119,0.994979084,2.026270425,10,0.151367188,0.955106928
4_AGrid_distribution_0.1_32,40.56978181,0.97850132,3.93639565,10,0.557617188,0.868078656
4_Geometric_distribution_0.1_32,349.3766,0.977489948,5.403320313,10,0.616210938,1.044686369
4_Laplace_distribution_0.1_32,74.5868286,0.94558686,9.182884652,10,0.500976563,1.063378284
4_DAWA_distribution_0.1_64,11.073,0.993502438,0.444580078,10,0.923339844,0.851621456
4_AHP_distribution_0.1_64,43.8283091,0.998319685,0.732617635,10,0.049560547,0.975763384
4_AGrid_distribution_0.1_64,26.20319148,0.969733417,1.360085802,10,0.484375,0.914622552
4_Geometric_distribution_0.1_64,303.9682,0.985409498,4.866943359,10,0.565429688,1.056392579
4_Laplace_distribution_0.1_64,91.97390889,0.934201241,9.899919192,10,0.504882813,1.047578867
4_DAWA_distribution_0.05_32,56.8896,0.985002398,1.571289063,20,0.5703125,0.877604849
4_AHP_distribution_0.05_32,116.532788,0.987352073,3.058614736,20,0.111328125,1.124773011
4_AGrid_distribution_0.05_32,89.69244837,0.92083621,6.809588266,20,0.553710938,0.831864806
4_Geometric_distribution_0.05_32,606.848,0.932429254,9.244140625,20,0.59765625,1.060988076
4_Laplace_distribution_0.05_32,175.2494315,0.814815164,19.91206674,20,0.506835938,1.034043751
4_DAWA_distribution_0.05_64,14.541,0.990747333,0.588378906,20,0.924316406,0.922066599
4_AHP_distribution_0.05_64,55.71764813,0.994587421,1.057705927,20,0.049560547,0.906855053
4_AGrid_distribution_0.05_64,46.81343629,0.867206752,2.216361594,20,0.504882813,0.850079447
4_Geometric_distribution_0.05_64,612.678,0.941503406,9.875976563,20,0.547851563,1.048234074
4_Laplace_distribution_0.05_64,166.6669369,0.843103468,19.94321241,20,0.501708984,1.043126265
4_DAWA_distribution_0.01_32,226.2636,0.837176204,6.595703125,100,0.633789063,0.8002662
4_AHP_distribution_0.01_32,204.4032365,0.593316019,6.606599858,100,0.09765625,1.082221472
4_AGrid_distribution_0.01_32,366.9090646,0.579069734,26.11756575,100,0.540039063,0.892591662
4_Geometric_distribution_0.01_32,3481.6494,0.57085228,54.70996094,100,0.594726563,1.067642475
4_Laplace_distribution_0.01_32,684.9701755,0.491274416,97.53665782,100,0.4921875,1.068683634
4_DAWA_distribution_0.01_64,70.9566,0.96088779,1.335449219,100,0.475341797,0.998435224
4_AHP_distribution_0.01_64,124.9575755,0.906460881,1.724157577,100,0.043945313,1.045541346
4_AGrid_distribution_0.01_64,173.9432802,0.575981855,6.99065625,100,0.470458984,0.890400969
4_Geometric_distribution_0.01_64,3286.7166,0.644441426,52.01416016,100,0.539794922,1.05471957
4_Laplace_distribution_0.01_64,817.0630909,0.504369259,96.13195674,100,0.507080078,1.060570013
4_DAWA_clusters_0.5_32,13.6298,0.999423385,0.305664063,2,0.975585938,0.879038115
4_AHP_clusters_0.5_32,22.39391875,0.999649763,0.588223166,2,0.119140625,0.807634281
4_AGrid_clusters_0.5_32,11.92078065,0.99498564,1.070058656,2,0.455078125,0.888211801
4_Geometric_clusters_0.5_32,55.9022,0.999382317,0.907226563,2,0.682617188,0.999012989
4_Laplace_clusters_0.5_32,14.28028297,0.997175395,1.850694692,2,0.546875,0.992426166
4_DAWA_clusters_0.5_64,6.4908,0.999639571,0.122558594,2,0.989013672,0.907426216
4_AHP_clusters_0.5_64,13.55965039,0.999840975,0.234606136,2,0.049560547,0.789206629
4_AGrid_clusters_0.5_64,6.959744388,0.997769713,0.555669496,2,0.397705078,0.901606667
4_Geometric_clusters_0.5_64,59.3918,0.999573171,0.952636719,2,0.649414063,1.054544582
4_Laplace_clusters_0.5_64,16.70509112,0.997410655,1.910091217,2,0.522949219,1.043148705
4_DAWA_clusters_0.1_32,40.794,0.994245291,1.153320313,10,0.779296875,0.791135739
4_AHP_clusters_0.1_32,73.76173119,0.994979084,2.026270425,10,0.151367188,0.952185135
4_AGrid_clusters_0.1_32,40.56978181,0.97850132,3.93639565,10,0.557617188,0.875728138
4_Geometric_clusters_0.1_32,286.501,0.98417294,4.548828125,10,0.595703125,1.037075337
4_Laplace_clusters_0.1_32,64.12803477,0.939432323,9.523070024,10,0.557617188,1.068264698
4_DAWA_clusters_0.1_64,11.073,0.993502438,0.444580078,10,0.923339844,0.9398526
4_AHP_clusters_0.1_64,43.8283091,0.998319685,0.732617635,10,0.049560547,0.978657783
4_AGrid_clusters_0.1_64,26.20319148,0.969733417,1.360085802,10,0.484375,0.904063411
4_Geometric_clusters_0.1_64,305.8332,0.984572053,4.877441406,10,0.568359375,1.068838175
4_Laplace_clusters_0.1_64,82.96751463,0.932410419,10.0959625,10,0.514404297,1.053788306
4_DAWA_clusters_0.05_32,56.8896,0.985002398,1.571289063,20,0.5703125,0.839995999
4_AHP_clusters_0.05_32,116.532788,0.987352073,3.058614736,20,0.111328125,1.118598383
4_AGrid_clusters_0.05_32,89.69244837,0.92083621,6.809588266,20,0.553710938,0.859720016
